end of batch....0, cost so far 15356
end of batch....2930, cost so far 6642
end of batch....2931, cost so far 6642
end of batch....2932, cost so far 6642
end of batch....2933, cost so far 6642
end of batch....2934, cost so far 6642
end of batch....2935, cost so far 6642
end of batch....2936, cost so far 6642
end of batch....2937, cost so far 6642
end of batch....2938, cost so far 6642
end of batch....2939, cost so far 6642
end of batch....2940, cost so far 6642
end of batch....2941, cost so far 6642
end of batch....2942, cost so far 6642
end of batch....2943, cost so far 6642
end of batch....2944, cost so far 6642
end of batch....2945, cost so far 6642
end of batch....2946, cost so far 6642
end of batch....2947, cost so far 6642
end of batch....2948, cost so far 6642
end of batch....2949, cost so far 6642
end of batch....2950, cost so far 6642
end of batch....2951, cost so far 6642
end of batch....2952, cost so far 6642
end of batch....2953, cost so far 6642
end of batch....2954, cost so far 6642
end of batch....2955, cost so far 6642
end of batch....2956, cost so far 6642
end of batch....2957, cost so far 6642
end of batch....2958, cost so far 6642
end of batch....2959, cost so far 6642
end of batch....2960, cost so far 6642
end of batch....2961, cost so far 6642
end of batch....2962, cost so far 6642
end of batch....2963, cost so far 6642
end of batch....2964, cost so far 6642
end of batch....2965, cost so far 6642
end of batch....2966, cost so far 6642
end of batch....2967, cost so far 6642
end of batch....2968, cost so far 6642
end of batch....2969, cost so far 6642
end of batch....2970, cost so far 6642
end of batch....2971, cost so far 6642
end of batch....2972, cost so far 6642
end of batch....2973, cost so far 6642
end of batch....2974, cost so far 6642
end of batch....2975, cost so far 6642
end of batch....2976, cost so far 6642
end of batch....2977, cost so far 6642
end of batch....2978, cost so far 6642
end of batch....2979, cost so far 6642
end of batch....2980, cost so far 6642
end of batch....2981, cost so far 6642
end of batch....2982, cost so far 6642
end of batch....2983, cost so far 6642
end of batch....2984, cost so far 6642
end of batch....2985, cost so far 6642
end of batch....2986, cost so far 6642
end of batch....2987, cost so far 6642
end of batch....2988, cost so far 6642
end of batch....2989, cost so far 6642
end of batch....2990, cost so far 6642
end of batch....2991, cost so far 6642
end of batch....2992, cost so far 6642
end of batch....2993, cost so far 6642
end of batch....2994, cost so far 6642
end of batch....2995, cost so far 6642
end of batch....2996, cost so far 6642
end of batch....2997, cost so far 6642
end of batch....2998, cost so far 6642
end of batch....2999, cost so far 6642
end of batch....3000, cost so far 6642
end of batch....3001, cost so far 6642
end of batch....3002, cost so far 6642
end of batch....3003, cost so far 6642
end of batch....3004, cost so far 6642
end of batch....3005, cost so far 6642
end of batch....3006, cost so far 6642
end of batch....3007, cost so far 6642
end of batch....3008, cost so far 6642
end of batch....3009, cost so far 6642
end of batch....3010, cost so far 6642
end of batch....3011, cost so far 6642
end of batch....3012, cost so far 6642
end of batch....3013, cost so far 6642
end of batch....3014, cost so far 6642
end of batch....3015, cost so far 6642
end of batch....3016, cost so far 6642
end of batch....3017, cost so far 6642
end of batch....3018, cost so far 6642
end of batch....3019, cost so far 6642
end of batch....3020, cost so far 6642
end of batch....3021, cost so far 6642
end of batch....3022, cost so far 6642
end of batch....3023, cost so far 6642
end of batch....3024, cost so far 6642
end of batch....3025, cost so far 6642
end of batch....3026, cost so far 6642
end of batch....3027, cost so far 6642
end of batch....3028, cost so far 6642
end of batch....3029, cost so far 6642
end of batch....3030, cost so far 6642
end of batch....3031, cost so far 6642
end of batch....3032, cost so far 6642
end of batch....3033, cost so far 6642
end of batch....3034, cost so far 6642
end of batch....3035, cost so far 6642
end of batch....3036, cost so far 6642
end of batch....3037, cost so far 6642
end of batch....3038, cost so far 6642
end of batch....3039, cost so far 6642
end of batch....3040, cost so far 6642
end of batch....3041, cost so far 6642
end of batch....3042, cost so far 6642
end of batch....3043, cost so far 6642
end of batch....3044, cost so far 6642
end of batch....3045, cost so far 6642
end of batch....3046, cost so far 6642
end of batch....3047, cost so far 6642
end of batch....3048, cost so far 6642
end of batch....3049, cost so far 6642
end of batch....3050, cost so far 6642
end of batch....3051, cost so far 6642
end of batch....3052, cost so far 6642
end of batch....3053, cost so far 6642
end of batch....3054, cost so far 6642
end of batch....3055, cost so far 6642
end of batch....3056, cost so far 6642
end of batch....3057, cost so far 6642
end of batch....3058, cost so far 6642
end of batch....3059, cost so far 6642
end of batch....3060, cost so far 6642
end of batch....3061, cost so far 6642
end of batch....3062, cost so far 6642
end of batch....3063, cost so far 6642
end of batch....3064, cost so far 6642
end of batch....3065, cost so far 6642
end of batch....3066, cost so far 6642
end of batch....3067, cost so far 6642
end of batch....3068, cost so far 6642
end of batch....3069, cost so far 6642
end of batch....3070, cost so far 6642
end of batch....3071, cost so far 6642
end of batch....3072, cost so far 6642
end of batch....3073, cost so far 6642
end of batch....3074, cost so far 6642
end of batch....3075, cost so far 6642
end of batch....3076, cost so far 6642
end of batch....3077, cost so far 6642
end of batch....3078, cost so far 6642
end of batch....3079, cost so far 6642
end of batch....3080, cost so far 6642
end of batch....3081, cost so far 6642
end of batch....3082, cost so far 6642
end of batch....3083, cost so far 6642
end of batch....3084, cost so far 6642
end of batch....3085, cost so far 6642
end of batch....3086, cost so far 6642
end of batch....3087, cost so far 6642
end of batch....3088, cost so far 6642
end of batch....3089, cost so far 6642
end of batch....3090, cost so far 6642
end of batch....3091, cost so far 6642
end of batch....3092, cost so far 6642
end of batch....3093, cost so far 6642
end of batch....3094, cost so far 6642
end of batch....3095, cost so far 6642
end of batch....3096, cost so far 6642
end of batch....3097, cost so far 6642
end of batch....3098, cost so far 6642
end of batch....3099, cost so far 6642
end of batch....3100, cost so far 6642
end of batch....3101, cost so far 6642
end of batch....3102, cost so far 6642
end of batch....3103, cost so far 6642
end of batch....3104, cost so far 6642
end of batch....3105, cost so far 6642
end of batch....3106, cost so far 6642
end of batch....3107, cost so far 6642
end of batch....3108, cost so far 6642
end of batch....3109, cost so far 6642
end of batch....3110, cost so far 6642
end of batch....3111, cost so far 6642
end of batch....3112, cost so far 6642
end of batch....3113, cost so far 6642
end of batch....3114, cost so far 6642
end of batch....3115, cost so far 6642
end of batch....3116, cost so far 6642
end of batch....3117, cost so far 6642
end of batch....3118, cost so far 6642
end of batch....3119, cost so far 6642
end of batch....3120, cost so far 6642
end of batch....3121, cost so far 6642
end of batch....3122, cost so far 6642
end of batch....3123, cost so far 6642
end of batch....3124, cost so far 6642
end of batch....3125, cost so far 6642
end of batch....3126, cost so far 6642
end of batch....3127, cost so far 6642
end of batch....3128, cost so far 6642
end of batch....3129, cost so far 6642
end of batch....3130, cost so far 6642
end of batch....3131, cost so far 6642
end of batch....3132, cost so far 6642
end of batch....3133, cost so far 6642
end of batch....3134, cost so far 6642
end of batch....3135, cost so far 6642
end of batch....3136, cost so far 6642
end of batch....3137, cost so far 6642
end of batch....3138, cost so far 6642
end of batch....3139, cost so far 6642
end of batch....3140, cost so far 6642
end of batch....3141, cost so far 6642
end of batch....3142, cost so far 6642
end of batch....3143, cost so far 6642
end of batch....3144, cost so far 6642
end of batch....3145, cost so far 6642
end of batch....3146, cost so far 6642
end of batch....3147, cost so far 6642
end of batch....3148, cost so far 6642
end of batch....3149, cost so far 6642
end of batch....3150, cost so far 6642
end of batch....3151, cost so far 6642
end of batch....3152, cost so far 6642
end of batch....3153, cost so far 6642
end of batch....3154, cost so far 6642
end of batch....3155, cost so far 6642
end of batch....3156, cost so far 6642
end of batch....3157, cost so far 6642
end of batch....3158, cost so far 6642
end of batch....3159, cost so far 6642
end of batch....3160, cost so far 6642
end of batch....3161, cost so far 6642
end of batch....3162, cost so far 6642
end of batch....3163, cost so far 6642
end of batch....3164, cost so far 6642
end of batch....3165, cost so far 6642
end of batch....3166, cost so far 6642
end of batch....3167, cost so far 6642
end of batch....3168, cost so far 6642
end of batch....3169, cost so far 6642
end of batch....3170, cost so far 6642
end of batch....3171, cost so far 6642
end of batch....3172, cost so far 6642
end of batch....3173, cost so far 6642
end of batch....3174, cost so far 6642
end of batch....3175, cost so far 6642
end of batch....3176, cost so far 6642
end of batch....3177, cost so far 6642
end of batch....3178, cost so far 6642
end of batch....3179, cost so far 6642
end of batch....3180, cost so far 6642
end of batch....3181, cost so far 6642
end of batch....3182, cost so far 6642
end of batch....3183, cost so far 6642
end of batch....3184, cost so far 6642
end of batch....3185, cost so far 6642
end of batch....3186, cost so far 6642
end of batch....3187, cost so far 6642
end of batch....3188, cost so far 6642
end of batch....3189, cost so far 6642
end of batch....3190, cost so far 6642
end of batch....3191, cost so far 6642
end of batch....3192, cost so far 6642
end of batch....3193, cost so far 6642
end of batch....3194, cost so far 6642
end of batch....3195, cost so far 6642
end of batch....3196, cost so far 6642
end of batch....3197, cost so far 6642
end of batch....3198, cost so far 6642
end of batch....3199, cost so far 6642
end of batch....3200, cost so far 6642
end of batch....3201, cost so far 6642
end of batch....3202, cost so far 6642
end of batch....3203, cost so far 6642
end of batch....3204, cost so far 6642
end of batch....3205, cost so far 6642
end of batch....3206, cost so far 6642
end of batch....3207, cost so far 6642
end of batch....3208, cost so far 6642
end of batch....3209, cost so far 6642
