end of batch....0, cost so far 13908
end of batch....13662, cost so far 12967
end of batch....13663, cost so far 12967
end of batch....13664, cost so far 12967
end of batch....13665, cost so far 12967
end of batch....13666, cost so far 12967
end of batch....13667, cost so far 12967
end of batch....13668, cost so far 12967
end of batch....13669, cost so far 12967
end of batch....13670, cost so far 12967
end of batch....13671, cost so far 12967
end of batch....13672, cost so far 12967
end of batch....13673, cost so far 12967
end of batch....13674, cost so far 12967
end of batch....13675, cost so far 12967
end of batch....13676, cost so far 12967
end of batch....13677, cost so far 12967
end of batch....13678, cost so far 12967
end of batch....13679, cost so far 12967
end of batch....13680, cost so far 12967
end of batch....13681, cost so far 12967
end of batch....13682, cost so far 12967
end of batch....13683, cost so far 12967
end of batch....13684, cost so far 12967
end of batch....13685, cost so far 12967
end of batch....13686, cost so far 12967
end of batch....13687, cost so far 12967
end of batch....13688, cost so far 12967
end of batch....13689, cost so far 12967
end of batch....13690, cost so far 12967
end of batch....13691, cost so far 12967
end of batch....13692, cost so far 12967
end of batch....13693, cost so far 12967
end of batch....13694, cost so far 12967
end of batch....13695, cost so far 12967
end of batch....13696, cost so far 12967
end of batch....13697, cost so far 12967
end of batch....13698, cost so far 12967
end of batch....13699, cost so far 12967
end of batch....13700, cost so far 12967
end of batch....13701, cost so far 12967
end of batch....13702, cost so far 12967
end of batch....13703, cost so far 12967
end of batch....13704, cost so far 12967
end of batch....13705, cost so far 12967
end of batch....13706, cost so far 12967
end of batch....13707, cost so far 12967
end of batch....13708, cost so far 12967
end of batch....13709, cost so far 12967
end of batch....13710, cost so far 12967
end of batch....13711, cost so far 12967
end of batch....13712, cost so far 12967
end of batch....13713, cost so far 12967
end of batch....13714, cost so far 12967
end of batch....13715, cost so far 12967
end of batch....13716, cost so far 12967
end of batch....13717, cost so far 12967
end of batch....13718, cost so far 12967
end of batch....13719, cost so far 12967
end of batch....13720, cost so far 12967
end of batch....13721, cost so far 12967
end of batch....13722, cost so far 12967
end of batch....13723, cost so far 12967
end of batch....13724, cost so far 12967
end of batch....13725, cost so far 12967
end of batch....13726, cost so far 12967
end of batch....13727, cost so far 12967
end of batch....13728, cost so far 12967
end of batch....13729, cost so far 12967
end of batch....13730, cost so far 12967
end of batch....13731, cost so far 12967
end of batch....13732, cost so far 12967
end of batch....13733, cost so far 12967
end of batch....13734, cost so far 12967
end of batch....13735, cost so far 12967
end of batch....13736, cost so far 12967
end of batch....13737, cost so far 12967
end of batch....13738, cost so far 12967
end of batch....13739, cost so far 12967
end of batch....13740, cost so far 12967
end of batch....13741, cost so far 12967
end of batch....13742, cost so far 12967
end of batch....13743, cost so far 12967
end of batch....13744, cost so far 12967
end of batch....13745, cost so far 12967
end of batch....13746, cost so far 12967
end of batch....13747, cost so far 12967
end of batch....13748, cost so far 12967
end of batch....13749, cost so far 12967
end of batch....13750, cost so far 12967
end of batch....13751, cost so far 12967
end of batch....13752, cost so far 12967
end of batch....13753, cost so far 12967
end of batch....13754, cost so far 12967
end of batch....13755, cost so far 12967
end of batch....13756, cost so far 12967
end of batch....13757, cost so far 12967
end of batch....13758, cost so far 12967
end of batch....13759, cost so far 12967
end of batch....13760, cost so far 12967
end of batch....13761, cost so far 12967
end of batch....13762, cost so far 12967
end of batch....13763, cost so far 12967
end of batch....13764, cost so far 12967
end of batch....13765, cost so far 12967
end of batch....13766, cost so far 12967
end of batch....13767, cost so far 12967
end of batch....13768, cost so far 12967
end of batch....13769, cost so far 12967
end of batch....13770, cost so far 12967
end of batch....13771, cost so far 12967
end of batch....13772, cost so far 12967
end of batch....13773, cost so far 12967
end of batch....13774, cost so far 12967
end of batch....13775, cost so far 12967
end of batch....13776, cost so far 12967
end of batch....13777, cost so far 12967
end of batch....13778, cost so far 12967
end of batch....13779, cost so far 12967
end of batch....13780, cost so far 12967
end of batch....13781, cost so far 12967
end of batch....13782, cost so far 12967
end of batch....13783, cost so far 12967
end of batch....13784, cost so far 12967
end of batch....13785, cost so far 12967
end of batch....13786, cost so far 12967
end of batch....13787, cost so far 12967
end of batch....13788, cost so far 12967
end of batch....13789, cost so far 12967
end of batch....13790, cost so far 12967
end of batch....13791, cost so far 12886
end of batch....13792, cost so far 12886
end of batch....13793, cost so far 12886
end of batch....13794, cost so far 12886
end of batch....13795, cost so far 12886
end of batch....13796, cost so far 12886
end of batch....13797, cost so far 12886
end of batch....13798, cost so far 12886
end of batch....13799, cost so far 12886
end of batch....13800, cost so far 12886
end of batch....13801, cost so far 12886
end of batch....13802, cost so far 12886
end of batch....13803, cost so far 12886
end of batch....13804, cost so far 12886
end of batch....13805, cost so far 12886
end of batch....13806, cost so far 12886
end of batch....13807, cost so far 12886
end of batch....13808, cost so far 12886
end of batch....13809, cost so far 12886
end of batch....13810, cost so far 12886
end of batch....13811, cost so far 12886
end of batch....13812, cost so far 12886
end of batch....13813, cost so far 12886
end of batch....13814, cost so far 12886
end of batch....13815, cost so far 12886
end of batch....13816, cost so far 12886
end of batch....13817, cost so far 12886
end of batch....13818, cost so far 12886
end of batch....13819, cost so far 12886
end of batch....13820, cost so far 12886
end of batch....13821, cost so far 12886
end of batch....13822, cost so far 12886
end of batch....13823, cost so far 12886
end of batch....13824, cost so far 12886
end of batch....13825, cost so far 12886
end of batch....13826, cost so far 12886
end of batch....13827, cost so far 12886
end of batch....13828, cost so far 12886
end of batch....13829, cost so far 12886
end of batch....13830, cost so far 12886
end of batch....13831, cost so far 12886
end of batch....13832, cost so far 12886
end of batch....13833, cost so far 12886
end of batch....13834, cost so far 12886
end of batch....13835, cost so far 12886
end of batch....13836, cost so far 12886
end of batch....13837, cost so far 12886
end of batch....13838, cost so far 12886
end of batch....13839, cost so far 12886
end of batch....13840, cost so far 12886
end of batch....13841, cost so far 12886
end of batch....13842, cost so far 12886
end of batch....13843, cost so far 12886
end of batch....13844, cost so far 12886
end of batch....13845, cost so far 12886
end of batch....13846, cost so far 12886
end of batch....13847, cost so far 12886
end of batch....13848, cost so far 12886
end of batch....13849, cost so far 12886
end of batch....13850, cost so far 12886
end of batch....13851, cost so far 12886
end of batch....13852, cost so far 12886
end of batch....13853, cost so far 12886
end of batch....13854, cost so far 12886
end of batch....13855, cost so far 12886
end of batch....13856, cost so far 12886
end of batch....13857, cost so far 12886
end of batch....13858, cost so far 12886
end of batch....13859, cost so far 12886
end of batch....13860, cost so far 12886
end of batch....13861, cost so far 12886
end of batch....13862, cost so far 12886
end of batch....13863, cost so far 12886
end of batch....13864, cost so far 12886
end of batch....13865, cost so far 12886
end of batch....13866, cost so far 12886
end of batch....13867, cost so far 12886
end of batch....13868, cost so far 12886
end of batch....13869, cost so far 12886
end of batch....13870, cost so far 12886
end of batch....13871, cost so far 12886
end of batch....13872, cost so far 12886
end of batch....13873, cost so far 12886
end of batch....13874, cost so far 12886
end of batch....13875, cost so far 12886
end of batch....13876, cost so far 12886
end of batch....13877, cost so far 12886
end of batch....13878, cost so far 12886
end of batch....13879, cost so far 12886
end of batch....13880, cost so far 12886
end of batch....13881, cost so far 12886
end of batch....13882, cost so far 12886
end of batch....13883, cost so far 12886
end of batch....13884, cost so far 12886
end of batch....13885, cost so far 12886
